,Company Name,Form Type,CIK,Date Filed,File Name,Date_filed
33963,CERADYNE INC,10-Q,18937,2011-10-25,edgar/data/18937/0001140361-11-050169.txt,2011-10-25
33999,CERNER CORP /MO/,10-Q,804753,2011-10-28,edgar/data/804753/0001193125-11-286181.txt,2011-10-28
34006,CERUS CORP,10-Q,1020214,2011-11-03,edgar/data/1020214/0001193125-11-295406.txt,2011-11-03
34032,CEVA INC,10-Q,1173489,2011-11-09,edgar/data/1173489/0001193125-11-304520.txt,2011-11-09
34041,"CF Industries Holdings, Inc.",10-Q,1324404,2011-11-03,edgar/data/1324404/0001047469-11-008968.txt,2011-11-03
34080,CFS BANCORP INC,10-Q,1058438,2011-11-02,edgar/data/1058438/0001058438-11-000031.txt,2011-11-02
34135,CH ENERGY GROUP INC,10-Q,1061393,2011-11-09,edgar/data/1061393/0001061393-11-000140.txt,2011-11-09
34146,CH2M HILL COMPANIES LTD,10-Q,777491,2011-11-08,edgar/data/777491/0001104659-11-062212.txt,2011-11-08
34195,"CHAMPIONS ONCOLOGY, INC.",10-Q,771856,2011-12-14,edgar/data/771856/0001144204-11-069762.txt,2011-12-14
34203,CHANCELLOR GROUP INC.,10-Q,894544,2011-11-09,edgar/data/894544/0001165527-11-001040.txt,2011-11-09
34212,"CHANCERY RESOURCES, INC.",10-Q,1391253,2011-11-15,edgar/data/1391253/0001017386-11-000179.txt,2011-11-15
34257,CHARLES & COLVARD LTD,10-Q,1015155,2011-11-14,edgar/data/1015155/0001015155-11-000037.txt,2011-11-14
34270,CHARLES RIVER LABORATORIES INTERNATIONAL INC,10-Q,1100682,2011-11-02,edgar/data/1100682/0001047469-11-008939.txt,2011-11-02
34347,CHARMING SHOPPES INC,10-Q,19353,2011-12-01,edgar/data/19353/0000019353-11-000075.txt,2011-12-01
34358,CHART INDUSTRIES INC,10-Q,892553,2011-10-27,edgar/data/892553/0001193125-11-283959.txt,2011-10-27
34374,"CHARTER COMMUNICATIONS, INC. /MO/",10-Q,1091667,2011-11-01,edgar/data/1091667/0001091667-11-000140.txt,2011-11-01
34441,CHASE GENERAL CORP,10-Q,15357,2011-11-14,edgar/data/15357/0001188112-11-003183.txt,2011-11-14
34455,CHASE PACKAGING CORP,10-Q,1025771,2011-11-14,edgar/data/1025771/0001104659-11-063897.txt,2011-11-14
34470,CHAUS BERNARD INC,10-Q,793983,2011-11-15,edgar/data/793983/0000950123-11-098899.txt,2011-11-15
34488,CHDT CORP,10-Q,814926,2011-10-24,edgar/data/814926/0000939802-11-000288.txt,2011-10-24
34498,CHECKPOINT SYSTEMS INC,10-Q,215419,2011-11-01,edgar/data/215419/0000215419-11-000109.txt,2011-11-01
34510,CHEESECAKE FACTORY INC,10-Q,887596,2011-11-04,edgar/data/887596/0001104659-11-061187.txt,2011-11-04
34527,"CHEMBIO DIAGNOSTICS, INC.",10-Q,1092662,2011-11-03,edgar/data/1092662/0001092662-11-000063.txt,2011-11-03
34538,CHEMED CORP,10-Q,19584,2011-11-04,edgar/data/19584/0001157523-11-006471.txt,2011-11-04
34555,CHEMICAL FINANCIAL CORP,10-Q,19612,2011-11-04,edgar/data/19612/0001193125-11-297125.txt,2011-11-04
34579,CHEMUNG FINANCIAL CORP,10-Q,763563,2011-11-14,edgar/data/763563/0000763563-11-000158.txt,2011-11-14
34618,CHENIERE ENERGY INC,10-Q,3570,2011-11-07,edgar/data/3570/0000003570-11-000087.txt,2011-11-07
34652,CHEROKEE INC,10-Q,844161,2011-12-08,edgar/data/844161/0001104659-11-068439.txt,2011-12-08
34667,CHESAPEAKE ENERGY CORP,10-Q,895126,2011-11-09,edgar/data/895126/0001193125-11-304766.txt,2011-11-09
34757,CHESAPEAKE UTILITIES CORP,10-Q,19745,2011-11-04,edgar/data/19745/0000950123-11-095400.txt,2011-11-04
34779,CHEVRON CORP,10-Q,93410,2011-11-03,edgar/data/93410/0001193125-11-294378.txt,2011-11-03
34801,CHICAGO BRIDGE & IRON CO N V,10-Q,1027884,2011-10-26,edgar/data/1027884/0001193125-11-280552.txt,2011-10-26
34822,CHICAGO RIVET & MACHINE CO,10-Q,19871,2011-11-08,edgar/data/19871/0001193125-11-302153.txt,2011-11-08
34860,"CHICOPEE BANCORP, INC.",10-Q,1355786,2011-11-04,edgar/data/1355786/0001157523-11-006493.txt,2011-11-04
34870,CHICOS FAS INC,10-Q,897429,2011-11-23,edgar/data/897429/0001193125-11-320995.txt,2011-11-23
34899,CHILDRENS PLACE RETAIL STORES INC,10-Q,1041859,2011-12-02,edgar/data/1041859/0001445305-11-003516.txt,2011-12-02
34924,CHIMERA INVESTMENT CORP,10-Q,1409493,2011-11-18,edgar/data/1409493/0001157523-11-006906.txt,2011-11-18
34943,"CHINA ALUMINUM FOIL, INC.",10-Q,1483058,2011-11-14,edgar/data/1483058/0001213900-11-006022.txt,2011-11-14
34947,"CHINA AMERICA HOLDINGS, INC.",10-Q,1093903,2011-11-14,edgar/data/1093903/0001448788-11-000216.txt,2011-11-14
34957,CHINA AUTOMOTIVE SYSTEMS INC,10-Q,1157762,2011-11-08,edgar/data/1157762/0001144204-11-061827.txt,2011-11-08
34967,CHINA CLEAN ENERGY INC,10-Q,1331444,2011-11-14,edgar/data/1331444/0001193805-11-002203.txt,2011-11-14
34977,CHINA DU KANG CO. LTD.,10-Q,1472635,2011-11-21,edgar/data/1472635/0001477932-11-002613.txt,2011-11-21
34999,CHINA EDUCATION ALLIANCE INC.,10-Q,1203900,2011-11-09,edgar/data/1203900/0001144204-11-062632.txt,2011-11-09
35006,"CHINA EDUCATION INTERNATIONAL, INC.",10-Q,1367898,2011-11-14,edgar/data/1367898/0001448788-11-000218.txt,2011-11-14
35024,CHINA FORESTRY INC,10-Q,805729,2011-11-08,edgar/data/805729/0001437749-11-008205.txt,2011-11-08
35031,"CHINA GENGSHENG MINERALS, INC.",10-Q,1338578,2011-11-10,edgar/data/1338578/0001204459-11-002963.txt,2011-11-10
35042,"CHINA GREEN CREATIVE, INC.",10-Q,1388978,2011-11-14,edgar/data/1388978/0001445866-11-000068.txt,2011-11-14
35043,"CHINA GREEN MATERIAL TECHNOLOGIES, INC.",10-Q,1082384,2011-11-21,edgar/data/1082384/0001079973-11-000933.txt,2011-11-21
35046,"CHINA HEALTH RESOURCE, INC.",10-Q,1173784,2011-11-16,edgar/data/1173784/0001171520-11-000854.txt,2011-11-16
35051,CHINA HOLDINGS GROUP INC,10-Q,1076891,2011-11-09,edgar/data/1076891/0001002334-11-000429.txt,2011-11-09
35055,CHINA INFRASTRUCTURE CONSTRUCTION Corp,10-Q,1411057,2011-10-24,edgar/data/1411057/0001144204-11-059034.txt,2011-10-24
35060,"CHINA JO-JO DRUGSTORES, INC.",10-Q,1413263,2011-11-14,edgar/data/1413263/0001157523-11-006795.txt,2011-11-14
35080,CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD,10-Q,1010566,2011-11-14,edgar/data/1010566/0001204459-11-003054.txt,2011-11-14
35081,CHINA MARINE FOOD GROUP LTD,10-Q,1099977,2011-11-10,edgar/data/1099977/0001144204-11-062955.txt,2011-11-10
35084,CHINA MEDIA INC.,10-Q,1434674,2011-11-14,edgar/data/1434674/0001493152-11-000495.txt,2011-11-14
35103,CHINA NEW MEDIA CORP,10-Q,1080627,2011-11-14,edgar/data/1080627/0001079973-11-000908.txt,2011-11-14
35105,CHINA NORTH EAST PETROLEUM HOLDINGS LTD,10-Q,787251,2011-11-09,edgar/data/787251/0001214659-11-003816.txt,2011-11-09
35113,CHINA NORTHERN MEDICAL DEVICE INC,10-Q,1402737,2011-11-17,edgar/data/1402737/0001487252-11-000089.txt,2011-11-17
35117,CHINA NUVO SOLAR ENERGY INC,10-Q,1126411,2011-12-20,edgar/data/1126411/0001078782-11-003692.txt,2011-12-20
35139,"CHINA PEDIATRIC PHARMACEUTICALS, INC.",10-Q,1354071,2011-11-17,edgar/data/1354071/0001013762-11-003100.txt,2011-11-17
35149,"CHINA PHARMA HOLDINGS, INC.",10-Q,1106644,2011-11-10,edgar/data/1106644/0001010549-11-001255.txt,2011-11-10
35158,CHINA PROSPEROUS CLEAN ENERGY Corp,10-Q,1402159,2011-11-14,edgar/data/1402159/0001010549-11-001270.txt,2011-11-14
35159,CHINA RECYCLING ENERGY CORP,10-Q,721693,2011-11-14,edgar/data/721693/0001144204-11-063600.txt,2011-11-14
35168,"CHINA RUITAI INTERNATIONAL HOLDINGS CO., LTD.",10-Q,76348,2011-11-14,edgar/data/76348/0001144204-11-064671.txt,2011-11-14
35169,"CHINA SHEN ZHOU MINING & RESOURCES, INC.",10-Q,790024,2011-11-14,edgar/data/790024/0001144204-11-063735.txt,2011-11-14
35175,CHINA SHOUGUAN MINING Corp,10-Q,1493893,2011-11-21,edgar/data/1493893/0001093287-11-000133.txt,2011-11-21
35177,"CHINA SKY ONE MEDICAL, INC.",10-Q,798985,2011-11-09,edgar/data/798985/0001144204-11-062244.txt,2011-11-09
35191,CHINA SUN GROUP HIGH-TECH CO,10-Q,1298195,2011-10-14,edgar/data/1298195/0001144204-11-057779.txt,2011-10-14
35223,"CHINA VITUP HEALTH CARE HOLDINGS, INC.",10-Q,1391426,2011-11-14,edgar/data/1391426/0001137050-11-000364.txt,2011-11-14
35224,"CHINA YIDA HOLDING, CO.",10-Q,1091325,2011-11-07,edgar/data/1091325/0001213900-11-005766.txt,2011-11-07
35236,CHINA YILI PETROLEUM CO,10-Q,1339854,2011-11-17,edgar/data/1339854/0001096906-11-002850.txt,2011-11-17
35245,CHINACAST EDUCATION CORP,10-Q,1261888,2011-11-09,edgar/data/1261888/0001144204-11-062567.txt,2011-11-09
35286,CHINAWE COM INC,10-Q,1043222,2011-11-14,edgar/data/1043222/0001144204-11-063580.txt,2011-11-14
35289,CHINDEX INTERNATIONAL INC,10-Q,922717,2011-11-09,edgar/data/922717/0001193125-11-303775.txt,2011-11-09
35308,CHIPOTLE MEXICAN GRILL INC,10-Q,1058090,2011-10-21,edgar/data/1058090/0001193125-11-277141.txt,2011-10-21
35312,CHIQUITA BRANDS INTERNATIONAL INC,10-Q,101063,2011-11-07,edgar/data/101063/0001193125-11-299776.txt,2011-11-07
35335,"CHOICE BANCORP, INC.",10-Q,1487623,2011-11-14,edgar/data/1487623/0000892712-11-000961.txt,2011-11-14
35344,CHOICE HOTELS INTERNATIONAL INC /DE,10-Q,1046311,2011-11-09,edgar/data/1046311/0001445305-11-003339.txt,2011-11-09
35358,CHOICEONE FINANCIAL SERVICES INC,10-Q,803164,2011-11-14,edgar/data/803164/0001193125-11-311199.txt,2011-11-14
35403,CHRISTOPHER & BANKS CORP,10-Q,883943,2011-10-06,edgar/data/883943/0001104659-11-055237.txt,2011-10-06
35417,CHROMCRAFT REVINGTON INC,10-Q,884130,2011-11-15,edgar/data/884130/0001140361-11-053717.txt,2011-11-15
35447,CHUBB CORP,10-Q,20171,2011-11-07,edgar/data/20171/0000950123-11-095953.txt,2011-11-07
35461,CHUGACH ELECTRIC ASSOCIATION INC,10-Q,878004,2011-11-10,edgar/data/878004/0001193125-11-306587.txt,2011-11-10
35476,CHURCH & DWIGHT CO INC /DE/,10-Q,313927,2011-11-04,edgar/data/313927/0001193125-11-296806.txt,2011-11-04
35540,CHURCHILL DOWNS INC,10-Q,20212,2011-10-26,edgar/data/20212/0001193125-11-282164.txt,2011-10-26
35587,CHYRON CORP,10-Q,20232,2011-11-09,edgar/data/20232/0000020232-11-000031.txt,2011-11-09
35609,CIB MARINE BANCSHARES INC,10-Q,861955,2011-11-10,edgar/data/861955/0001144204-11-062847.txt,2011-11-10
35648,CIBER INC,10-Q,918581,2011-11-01,edgar/data/918581/0001104659-11-059451.txt,2011-11-01
35674,CICERO INC,10-Q,945384,2011-11-14,edgar/data/945384/0001354488-11-004338.txt,2011-11-14
35725,CIFC Corp.,10-Q,1313918,2011-11-14,edgar/data/1313918/0001104659-11-063998.txt,2011-11-14
35735,CIGNA CORP,10-Q,701221,2011-10-28,edgar/data/701221/0001308179-11-000115.txt,2011-10-28
35770,CIMAREX ENERGY CO,10-Q,1168054,2011-11-03,edgar/data/1168054/0001104659-11-060507.txt,2011-11-03
35781,CIMETRIX INC,10-Q,786620,2011-11-14,edgar/data/786620/0001445866-11-000083.txt,2011-11-14
35788,CINCINNATI BELL INC,10-Q,716133,2011-11-04,edgar/data/716133/0000716133-11-000030.txt,2011-11-04
35798,CINCINNATI FINANCIAL CORP,10-Q,20286,2011-10-27,edgar/data/20286/0001144204-11-059805.txt,2011-10-27
35835,CINEMARK USA INC /TX,10-Q,885975,2011-11-14,edgar/data/885975/0000950123-11-097841.txt,2011-11-14
35836,CINJET INC,10-Q,1398137,2011-11-09,edgar/data/1398137/0001078782-11-003198.txt,2011-11-09
35837,CINTAS CORP,10-Q,723254,2011-10-07,edgar/data/723254/0001104659-11-055364.txt,2011-10-07
35853,CINTEL CORP,10-Q,1191334,2011-11-21,edgar/data/1191334/0001013762-11-003152.txt,2011-11-21
35862,CIRCLE STAR ENERGY CORP.,10-Q,1439971,2011-12-20,edgar/data/1439971/0001185185-11-002271.txt,2011-12-20
35873,CIRCOR INTERNATIONAL INC,10-Q,1091883,2011-11-03,edgar/data/1091883/0001193125-11-294343.txt,2011-11-03
35885,CIRRUS LOGIC INC,10-Q,772406,2011-10-24,edgar/data/772406/0000950123-11-091516.txt,2011-10-24
35902,CIRTRAN CORP,10-Q,813716,2011-11-21,edgar/data/813716/0001096906-11-002930.txt,2011-11-21
35906,CISCO SYSTEMS INC,10-Q,858877,2011-11-22,edgar/data/858877/0001193125-11-319161.txt,2011-11-22
35943,CIT GROUP INC,10-Q,1171825,2011-11-09,edgar/data/1171825/0000891092-11-007522.txt,2011-11-09
36033,CITIGROUP INC,10-Q,831001,2011-11-04,edgar/data/831001/0001047469-11-009017.txt,2011-11-04
36244,CITIZENS & NORTHERN CORP,10-Q,810958,2011-11-07,edgar/data/810958/0001144204-11-061612.txt,2011-11-07
36291,CITIZENS BANCORP OF VIRGINIA INC,10-Q,1277254,2011-11-14,edgar/data/1277254/0001002105-11-000247.txt,2011-11-14
36312,CITIZENS BANCSHARES CORP /GA/,10-Q,813640,2011-11-14,edgar/data/813640/0001104659-11-063978.txt,2011-11-14
36315,CITIZENS CAPITAL CORP,10-Q,925535,2011-11-14,edgar/data/925535/0001354488-11-004294.txt,2011-11-14
36324,CITIZENS FINANCIAL SERVICES INC,10-Q,739421,2011-11-14,edgar/data/739421/0000739421-11-000088.txt,2011-11-14
36344,CITIZENS FIRST CORP,10-Q,1073475,2011-11-09,edgar/data/1073475/0001104659-11-062690.txt,2011-11-09
36356,CITIZENS HOLDING CO /MS/,10-Q,1075706,2011-11-08,edgar/data/1075706/0001193125-11-302296.txt,2011-11-08
36359,CITIZENS INC,10-Q,24090,2011-11-03,edgar/data/24090/0001140361-11-051653.txt,2011-11-03
36369,"CITIZENS REPUBLIC BANCORP, INC.",10-Q,351077,2011-11-04,edgar/data/351077/0000950123-11-095181.txt,2011-11-04
36402,CITIZENS SOUTH BANKING CORP,10-Q,1051871,2011-11-14,edgar/data/1051871/0001171843-11-003490.txt,2011-11-14
36419,CITRIX SYSTEMS INC,10-Q,877890,2011-11-07,edgar/data/877890/0000877890-11-000094.txt,2011-11-07
36436,CITY HOLDING CO,10-Q,726854,2011-11-08,edgar/data/726854/0000726854-11-000057.txt,2011-11-08
36447,CITY NATIONAL BANCSHARES CORP,10-Q,714980,2011-12-23,edgar/data/714980/0001445305-11-003613.txt,2011-12-23
36456,CITY NATIONAL CORP,10-Q,201461,2011-11-09,edgar/data/201461/0001104659-11-062577.txt,2011-11-09
36521,CKE RESTAURANTS INC,10-Q,919628,2011-12-14,edgar/data/919628/0001193125-11-340972.txt,2011-12-14
36524,"CKX LANDS, INC.",10-Q,352955,2011-11-10,edgar/data/352955/0001437749-11-008409.txt,2011-11-10
36544,CLAIBORNE LIZ INC,10-Q,352363,2011-11-09,edgar/data/352363/0001104659-11-062768.txt,2011-11-09
36555,CLAIMSNET COM INC,10-Q,1046057,2011-11-03,edgar/data/1046057/0001437749-11-008011.txt,2011-11-03
36557,CLAIRES STORES INC,10-Q,34115,2011-12-02,edgar/data/34115/0001193125-11-328501.txt,2011-12-02
36681,CLAYTON WILLIAMS ENERGY INC /DE,10-Q,880115,2011-11-04,edgar/data/880115/0001104659-11-060922.txt,2011-11-04
36693,CLEAN DIESEL TECHNOLOGIES INC,10-Q,949428,2011-11-10,edgar/data/949428/0001193125-11-305742.txt,2011-11-10
36718,CLEAN HARBORS INC,10-Q,822818,2011-11-09,edgar/data/822818/0001445305-11-003351.txt,2011-11-09
36749,"CLEAN TRANSPORTATION GROUP, INC.",10-Q,1373792,2011-11-21,edgar/data/1373792/0001204459-11-003150.txt,2011-11-21
36751,"CLEAN WIND ENERGY TOWER, INC.",10-Q,95572,2011-11-14,edgar/data/95572/0001019687-11-003528.txt,2011-11-14
36759,CLEAR CHANNEL COMMUNICATIONS INC,10-Q,739708,2011-10-31,edgar/data/739708/0001193125-11-288656.txt,2011-10-31
36768,"CLEAR SYSTEM RECYCLING, INC.",10-Q,1514888,2011-11-14,edgar/data/1514888/0001530981-11-000013.txt,2011-11-14
36775,CLEARONE COMMUNICATIONS INC,10-Q,840715,2011-11-14,edgar/data/840715/0000840715-11-000035.txt,2011-11-14
36796,CLECO CORP,10-Q,1089819,2011-11-02,edgar/data/1089819/0001089819-11-000070.txt,2011-11-02
36819,CLECO POWER LLC,10-Q,18672,2011-11-02,edgar/data/18672/0001089819-11-000070.txt,2011-11-02
36841,CLEVELAND BIOLABS INC,10-Q,1318641,2011-11-09,edgar/data/1318641/0001144204-11-062636.txt,2011-11-09
36850,CLEVELAND ELECTRIC ILLUMINATING CO,10-Q,20947,2011-11-01,edgar/data/20947/0001031296-11-000049.txt,2011-11-01
36863,CLIFFS NATURAL RESOURCES INC.,10-Q,764065,2011-11-01,edgar/data/764065/0001193125-11-289957.txt,2011-11-01
36882,CLIFTON SAVINGS BANCORP INC,10-Q,1240581,2011-11-08,edgar/data/1240581/0001193125-11-301465.txt,2011-11-08
36911,CLOROX CO /DE/,10-Q,21076,2011-11-03,edgar/data/21076/0001206774-11-002394.txt,2011-11-03
36938,CLOUD PEAK ENERGY INC.,10-Q,1441849,2011-10-28,edgar/data/1441849/0001104659-11-058538.txt,2011-10-28
36988,CME GROUP INC.,10-Q,1156375,2011-11-09,edgar/data/1156375/0001193125-11-304112.txt,2011-11-09
37006,"CMG HOLDINGS GROUP, INC.",10-Q,1346655,2011-11-21,edgar/data/1346655/0001178924-11-000120.txt,2011-11-21
37038,CMS ENERGY CORP,10-Q,811156,2011-10-27,edgar/data/811156/0000950123-11-092346.txt,2011-10-27
37070,CN Dragon Corp,10-Q,1164012,2011-11-21,edgar/data/1164012/0001387308-11-000067.txt,2011-11-21
37074,CN Resources Inc.,10-Q,1494809,2011-10-07,edgar/data/1494809/0001002014-11-000467.txt,2011-10-07
37079,CNA FINANCIAL CORP,10-Q,21175,2011-11-01,edgar/data/21175/0000021175-11-000048.txt,2011-11-01
37083,CNB BANCORP INC/VA,10-Q,1162638,2011-11-14,edgar/data/1162638/0001193125-11-310365.txt,2011-11-14
37084,CNB CORP /MI/,10-Q,779125,2011-11-14,edgar/data/779125/0001387131-11-002559.txt,2011-11-14
37086,CNB CORP /SC/,10-Q,764581,2011-11-09,edgar/data/764581/0000764581-11-000044.txt,2011-11-09
37091,CNB FINANCIAL CORP/PA,10-Q,736772,2011-11-09,edgar/data/736772/0001193125-11-303509.txt,2011-11-09
37212,CNL LIFESTYLE PROPERTIES INC,10-Q,1261159,2011-11-14,edgar/data/1261159/0001193125-11-310895.txt,2011-11-14
37224,"CNL Properties Trust, Inc.",10-Q,1496454,2011-11-10,edgar/data/1496454/0001193125-11-306698.txt,2011-11-10
37231,"CNO Financial Group, Inc.",10-Q,1224608,2011-10-31,edgar/data/1224608/0001224608-11-000072.txt,2011-10-31
37278,COACH INC,10-Q,1116132,2011-11-09,edgar/data/1116132/0001144204-11-062566.txt,2011-11-09
37327,COAST DISTRIBUTION SYSTEM INC,10-Q,728303,2011-11-14,edgar/data/728303/0001193125-11-310096.txt,2011-11-14
37329,COASTAL BANKING CO INC,10-Q,1093897,2011-11-14,edgar/data/1093897/0001354488-11-004239.txt,2011-11-14
37334,COASTAL CARIBBEAN OILS & MINERALS LTD,10-Q,21239,2011-11-14,edgar/data/21239/0001193125-11-310047.txt,2011-11-14
37342,COATES INTERNATIONAL LTD \DE\,10-Q,948426,2011-11-14,edgar/data/948426/0001354488-11-004417.txt,2011-11-14
37363,COBIZ FINANCIAL INC,10-Q,1028734,2011-10-31,edgar/data/1028734/0001104659-11-059179.txt,2011-10-31
37371,COBRA ELECTRONICS CORP,10-Q,30828,2011-11-14,edgar/data/30828/0001193125-11-309666.txt,2011-11-14
37382,COCA COLA BOTTLING CO CONSOLIDATED /DE/,10-Q,317540,2011-11-14,edgar/data/317540/0000950123-11-098350.txt,2011-11-14
37385,COCA COLA CO,10-Q,21344,2011-10-27,edgar/data/21344/0000021344-11-000011.txt,2011-10-27
37450,"COCA-COLA ENTERPRISES, INC.",10-Q,1491675,2011-10-28,edgar/data/1491675/0001445305-11-003113.txt,2011-10-28
37499,COCONNECT INC,10-Q,1088638,2011-10-28,edgar/data/1088638/0001078782-11-003081.txt,2011-10-28
37510,CODEXIS INC,10-Q,1200375,2011-11-07,edgar/data/1200375/0001193125-11-299912.txt,2011-11-07
37520,CODORUS VALLEY BANCORP INC,10-Q,806279,2011-11-14,edgar/data/806279/0000897101-11-001949.txt,2011-11-14
37549,COEUR D ALENE MINES CORP,10-Q,215466,2011-11-07,edgar/data/215466/0001193125-11-298648.txt,2011-11-07
37575,COGENT COMMUNICATIONS GROUP INC,10-Q,1158324,2011-11-03,edgar/data/1158324/0001104659-11-060412.txt,2011-11-03
37608,COGNEX CORP,10-Q,851205,2011-11-01,edgar/data/851205/0000950123-11-093948.txt,2011-11-01
37622,COGNIZANT TECHNOLOGY SOLUTIONS CORP,10-Q,1058290,2011-11-04,edgar/data/1058290/0001193125-11-297691.txt,2011-11-04
37663,COHEN & STEERS INC,10-Q,1284812,2011-11-08,edgar/data/1284812/0001284812-11-000210.txt,2011-11-08
37782,COHU INC,10-Q,21535,2011-11-02,edgar/data/21535/0001193125-11-292242.txt,2011-11-02
37801,COINSTAR INC,10-Q,941604,2011-10-27,edgar/data/941604/0001193125-11-284135.txt,2011-10-27
37821,COL CHINA ONLINE INTERNATIONAL INC,10-Q,1114274,2011-11-21,edgar/data/1114274/0001021890-11-000139.txt,2011-11-21
37837,COLDWATER CREEK INC,10-Q,1018005,2011-12-02,edgar/data/1018005/0001104659-11-067432.txt,2011-12-02
37855,"COLE CORPORATE INCOME TRUST, INC.",10-Q,1490626,2011-11-14,edgar/data/1490626/0000950123-11-097733.txt,2011-11-14
37868,COLE KENNETH PRODUCTIONS INC,10-Q,921691,2011-11-03,edgar/data/921691/0001145443-11-001086.txt,2011-11-03
37922,COLGATE PALMOLIVE CO,10-Q,21665,2011-10-27,edgar/data/21665/0001445305-11-003083.txt,2011-10-27
37981,"COLLECTIVE BRANDS, INC.",10-Q,1060232,2011-11-23,edgar/data/1060232/0001193125-11-320955.txt,2011-11-23
37991,COLLECTORS UNIVERSE INC,10-Q,1089143,2011-11-07,edgar/data/1089143/0001089143-11-000035.txt,2011-11-07
38052,"COLOMBIA ENERGY RESOURCES, INC.",10-Q,1045390,2011-11-14,edgar/data/1045390/0001144204-11-063305.txt,2011-11-14
38056,COLONIAL COMMERCIAL CORP,10-Q,21828,2011-11-14,edgar/data/21828/0001140361-11-053045.txt,2011-11-14
38064,COLONIAL PROPERTIES TRUST,10-Q,909111,2011-11-04,edgar/data/909111/0000909111-11-000050.txt,2011-11-04
38081,COLONIAL REALTY LIMITED PARTNERSHIP,10-Q,1013844,2011-11-04,edgar/data/1013844/0000909111-11-000050.txt,2011-11-04
38085,COLONY BANKCORP INC,10-Q,711669,2011-11-10,edgar/data/711669/0001140361-11-052825.txt,2011-11-10
38105,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",10-Q,200155,2011-11-07,edgar/data/200155/0000950123-11-095513.txt,2011-11-07
38119,COLUMBIA BANKING SYSTEM INC,10-Q,887343,2011-11-08,edgar/data/887343/0000887343-11-000010.txt,2011-11-08
38192,COLUMBIA LABORATORIES INC,10-Q,821995,2011-11-03,edgar/data/821995/0000821995-11-000068.txt,2011-11-03
38198,COLUMBIA SPORTSWEAR CO,10-Q,1050797,2011-11-04,edgar/data/1050797/0001193125-11-297205.txt,2011-11-04
38216,COLUMBUS MCKINNON CORP,10-Q,1005229,2011-10-28,edgar/data/1005229/0001140361-11-050785.txt,2011-10-28
38222,COLUMBUS SOUTHERN POWER CO /OH/,10-Q,22198,2011-10-28,edgar/data/22198/0000004904-11-000140.txt,2011-10-28
38227,COMARCO INC,10-Q,22252,2011-12-15,edgar/data/22252/0001193125-11-342468.txt,2011-12-15
38236,COMCAM INTERNATIONAL INC,10-Q,1118761,2011-11-18,edgar/data/1118761/0001211524-11-000334.txt,2011-11-18
38239,COMCAST CORP,10-Q,1166691,2011-11-02,edgar/data/1166691/0001193125-11-292853.txt,2011-11-02
38277,COMERICA INC /NEW/,10-Q,28412,2011-11-01,edgar/data/28412/0001193125-11-290724.txt,2011-11-01
38294,COMFORT SYSTEMS USA INC,10-Q,1035983,2011-11-07,edgar/data/1035983/0001047469-11-009144.txt,2011-11-07
38310,COMMAND SECURITY CORP,10-Q,864509,2011-11-10,edgar/data/864509/0001144204-11-062809.txt,2011-11-10
38313,COMMERCE BANCSHARES INC /MO/,10-Q,22356,2011-11-04,edgar/data/22356/0000022356-11-000027.txt,2011-11-04
38359,COMMERCEFIRST BANCORP INC,10-Q,1098813,2011-11-04,edgar/data/1098813/0000950123-11-095044.txt,2011-11-04
38367,COMMERCETEL CORP,10-Q,1447380,2011-11-14,edgar/data/1447380/0001415889-11-001279.txt,2011-11-14
38372,COMMERCIAL BANCSHARES INC \OH\,10-Q,1009976,2011-11-14,edgar/data/1009976/0001144204-11-064657.txt,2011-11-14
38402,COMMERCIAL BARGE LINE CO,10-Q,1324482,2011-11-14,edgar/data/1324482/0001193125-11-310435.txt,2011-11-14
38477,COMMERCIAL NATIONAL FINANCIAL CORP /PA,10-Q,866054,2011-11-10,edgar/data/866054/0000866054-11-000026.txt,2011-11-10
38487,COMMITTED CAPITAL ACQUISITION Corp,10-Q,1399520,2011-11-14,edgar/data/1399520/0001144204-11-063859.txt,2011-11-14
38507,COMMONWEALTH BIOTECHNOLOGIES INC,10-Q,1042418,2011-11-14,edgar/data/1042418/0001193125-11-310067.txt,2011-11-14
38508,COMMONWEALTH EDISON CO,10-Q,22606,2011-10-26,edgar/data/22606/0001193125-11-281748.txt,2011-10-26
38520,COMMONWEALTH INCOME & GROWTH FUND IV,10-Q,1141615,2011-11-14,edgar/data/1141615/0001141615-11-000013.txt,2011-11-14
38521,COMMONWEALTH INCOME & GROWTH FUND V,10-Q,1253347,2011-11-14,edgar/data/1253347/0001253347-11-000013.txt,2011-11-14
38533,COMMUNICATION INTELLIGENCE CORP,10-Q,727634,2011-11-14,edgar/data/727634/0000727634-11-000035.txt,2011-11-14
38547,COMMUNICATIONS SYSTEMS INC,10-Q,22701,2011-11-10,edgar/data/22701/0000897101-11-001925.txt,2011-11-10
38569,COMMUNITY BANCORP /VT,10-Q,718413,2011-11-14,edgar/data/718413/0000718413-11-000067.txt,2011-11-14
38573,COMMUNITY BANK SHARES OF INDIANA INC,10-Q,933590,2011-11-14,edgar/data/933590/0001144204-11-063361.txt,2011-11-14
